sentences,empathy,fluency,humour
Excellent. You sound ready to develop your sense of humour!,1,0.08,1
That's really good; I'm glad to hear it. ,1,0.36,0
I'm really pleased you feel that way. ,0.5,0.22,0
I'm glad that you're in a good mood. ,0.5,0.35,0
That's great; I'm happy for you! ,0,0.26,1
Nice to hear you're in a good mood.,0.5,0.37,0
I'm glad to see you so content today.,0.5,0.13,0
Great to hear that you're feeling well.,1,0.3,0
Great! ,0,0.01,1
Wonderful! ,0,0.01,1
"Brilliant, that's always nice to hear.",1,0.31,0
"Oh, I am very glad to hear that! ",1,0.45,1
That is fantastic to hear. ,0,0.15,0
"Good, let's make sure we keep that feeling going! ",1,0.23,1
That is great to hear. I hope I can brighten your day even more!,1,0.31,1
That explains the glow in your eyes! ,0,0.07,1
Wonderful. I'm motivated to help you feel even better!,1,0.1,1
It is great to see you so positive today.,1,0.22,0
Brilliant! ,0,0.17,1
It's a great feeling. ,1,0.3,0
Wonderful to hear that.,0,0.09,0
That's so great to hear! ,1,0.17,1
It's so nice that you're feeling this way.,1,0.32,0
That is fantastic! ,0,0.06,1
It's great to hear that you feel this way. ,1,0.53,0
Sorry to hear that. ,0,0.13,0
"Ah, that's unfortunate to hear. ",0.5,0.24,0
I understand. ,0,0.03,0
I am sorry to hear that. ,0.5,0.3,0
I'm sorry you feel that way.,0.5,0.34,0
"Oh, I am sorry to hear that.",0.5,0.69,0
I see. Thanks for sharing. ,0.5,0.19,0
I hear you. ,0,0.07,0
I can understand. ,0,0.07,0
I'm sorry about that.,0,0.31,0
"I understand, and I am sorry you feel that way. ",0.5,0.41,0
"Oh, that's not good. ",0,0.61,1
"Oh no, that's unfortunate.",0,0.19,0
Sorry about that.,0,0.27,0
"Aw, I'm sorry.",0,0.58,0
"Ah, I'm sorry.",0,0.82,0
"Aw, that's unfortunate to hear. ",0.5,0.19,0
I'm sad to hear that.,0.5,0.18,0
"That's unfortunate, sorry.",0,0.07,0
"Ah, that's not good. ",0,0.6,1
"Ah, that's unfortunate to hear. I can try to help you if you are able to tell me a bit more.",1,0.38,0
Sorry to hear that. ,0,0.13,0
"Thank you, I understand you're feeling down right now, but I would appreciate it if you could tell me a bit more. ",1,0.69,0
I understand. Thank you for opening up to me. ,0.5,0.26,0
I am sorry to hear that. It's something we all experience at times. ,1,0.31,0
I can understand how you're feeling. ,0,0.29,0
I am sorry to hear that. ,0.5,0.3,0
"I'm sorry you feel that way, and I would like to know a bit more so I can help. ",1,0.44,0
"Oh, I am sorry to hear that. I would like to know more about what made you feel that way. ",1,0.72,0
"Thank you, I would like to better relate to what's going on. ",0.5,0.22,0
I see. Thanks for sharing. ,0.5,0.19,0
I understand. Thank you for sharing your feelings with me; I'd like to know more about what happened.,1,0.42,0
"Thank you, I understand how hard it must be to be dealing with this feeling right now, and I hope to help you feel better. ",1,0.34,0
I hear you. ,0,0.07,0
I can understand. ,0,0.07,0
I'm sorry about that.,0,0.31,0
I'm sorry you're feeling down. ,0.5,0.25,0
"I understand, and I am sorry you feel that way. ",0.5,0.41,0
It must be hard for you to feel this way. ,0.5,0.31,0
"Thank you, I would appreciate it if you could elaborate on this a bit more.",0.5,0.53,0
"Oh, that's not good. ",0,0.61,1
It's okay; I'm here to help. ,0.5,0.38,1
It's okay to feel that way. ,0,0.27,0
"Thank you for sharing your feelings with me, even though it may be difficult for you right now. ",1,0.52,0
"I understand. Hopefully, you feel better by the end of our session.",0.5,0.19,0
"Ah, well, you came to the right place!",0,0.4,1
"Ah, I'm glad you're turning to a sense of humour in times like this.",1,0.22,0
Don't worry - you're in good hands! I'll do my best to help.,0,0.63,1
I'm sorry. I hope you feel better soon.,0.5,0.31,0
"That's unfortunate, sorry. I hope talking to me will improve your mood.",0.5,0.11,0
"Oh no, that's unfortunate.",0,0.19,0
Sorry to hear you're feeling down.,0.5,0.1,0
"Sorry about that. Humour might be the perfect cure, believe it or not!",0.5,0.1,1
Sorry to hear that. Humour might be the answer to your troubles.,1,0.13,0
"Sorry about that. Perhaps, I could help.",0.5,0.18,1
"Oh no, hopefully, this session will improve how you're feeling.",0.5,0.08,0
"Aw, I'm sorry. It's something we all sometimes experience. ",0.5,0.27,1
I'm sad to hear that.,0.5,0.18,0
"That's unfortunate, sorry.",0,0.07,0
Sorry about that. Let's try to lift your mood in our session together.,0.5,0.12,0
Oh no. Let's aim to improve your mood by the end of our conversation!,0.5,0.11,1
Sorry to hear that. They say laughter is the best medicine - so I believe you've come to the right place!,0.5,0.23,1
It is sad to see you feeling down; I hope I can help.,1,0.19,0
"Oh dear, I'm sorry.",0,0.24,0
"Ah, sorry to hear that; I'm glad you came here at this time.",0.5,0.37,0
"Oh, I am sorry to hear that.",0.5,0.69,0
Thanks for trusting me with your feelings. I'll try to help elevate these.,0.5,0.14,0
Sorry about that. I'd love to help.,0.5,0.37,0
Sorry to hear that. I hope I can be of use.,1,0.26,0
I'm sorry that you're feeling this way.,0.5,0.51,0
A more detailed version of these can also be found here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.2,0
You can find a more detailed version of these here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.19,0
You can access a more detailed version of these here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.16,0
A more detailed version of these can also be accessed here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.17,0
"If you'd like a more detailed version of these, this can be found here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf",0.5,0.22,0
Please find a more detailed version of these here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.17,0
"For a more detailed version of these, you can go here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf",0.5,0.2,0
A more detailed version of these can be accessed via this link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.18,0
A more detailed version of these can also be accessed via this link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.18,0
A more detailed version of these can be accessed via the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.2,0
A more detailed version of these can also be accessed via the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.19,0
Head to the following link if you'd like a more detailed version of these: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.19,0
"If you'd like a more detailed version of these, head to the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf",0.5,0.23,0
You can find a more detailed version of these at the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.22,0
You can access a more detailed version of these via the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.18,0
"If you wish to view a more detailed version of these, head to the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf",0.5,0.22,0
"If you wish to view a more detailed version of these, this can be found here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf",0.5,0.21,0
Please find a more detailed version of these at the following link: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.2,0
A more detailed version of these can be found here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.21,0
You can view a more detailed version of these here: http://humandevelopment.doc.ic.ac.uk/papers/Self-initiated_humorous_protocols-f.pdf,0.5,0.17,0
"Would you like to explore another more relevant laughter exercise, {}?",0,0.01,0
Do you want to look at other more relevant triggers for humour?,0,0.06,0
"So, {}, would you like to explore another more relevant humour exercise?",0.5,0.03,0
Do you want to learn about another more relevant humour exercise?,0,0.04,0
Do you want to have a look at another more relevant humour exercise?,0,0.07,0
Do you want to discover another more relevant exercise?,0,0.05,0
Do you wish to carry on to another more relevant humour exercise?,0,0.03,0
Do you want me to introduce another more relevant exercise?,0,0.08,0
"{}, would you like to explore other more relevant laughter exercises?",0.5,0.02,0
"How about we look at another more relevant humour exercise together, {}?",0,0.01,0
"Are you in the mood to digest another more relevant humour protocol? It's not quite like a burger and chips, but a healthier option for sure!",0.5,0.07,1
"Are you keen to discuss another more relevant laughter exercise, {}?",0,0.01,0
Would you like to explore another more relevant protocol that exercises your humour?,0.5,0.02,0
"Do you feel like trying another more relevant laughter exercise. Don't worry, you don't even have to get up for it!",1,0.13,1
Are you in the mood to cover a more relevant  humour protocol?,0,0.01,0
Do you want to look at a more relevant exercise for laughter?,0,0.08,0
Do you want to look at a more relevant humour exercise?,0,0.06,0
Would you like to learn a more relevant laughter protocol?,0,0.04,0
