statement,annotator1_score,annotator2_score,annotator3_score,humour_score
"Would you like to try this with something simple, like brushing your teeth?",0,0,0,0
"What about trying this on your own, over simple things, such as brushing your teeth?",0,0,0,0
"How would it make you feel doing this on your own, like once you've loaded the dishwasher?",0,0,0,0
"Try this on your own after simple accomplishments, like making the bed. How does that sound?",0,0,1,0
"How does it sound to try this on your own, over simple things, like doing your daily stretches?",0,0,0,0
What are your feeling towards trying this by yourself over simple things like washing your face?,0,0,0,0
"If you feel comfortable, you can try laughing at this incongruity. ",0,0,0,0
You can try laughing at this incongruity in your own time.,0,0,0,0
"Whenever you feel ready, try laughing at this incongruity on your own.",0,0,0,0
"Do try laughing at this incongruity, whenever it's a good time for you.",0,0,0,0
"If you are feeling up to it, try laughing this incongruity off on your own.",0,0,0,0
"If you feel like it, try to laugh at this incongruity in your own time.",0,0,0,0
Have you tried forming your own way of laughing?,0,0,0,0
Have you ever tried to produce a new form of laughter?,0,0,0,0
Have you tried making your own form of laughter yet?,0,0,0,0
Did you ever try to produce a new form of laughter?,0,0,0,0
Have you ever tried creating a new way of laughing?,0,0,0,0
Do you recall creating your own form of laughter?,0,0,0,0
Have you tried laughing in a distinct way at any point?,0,1,0,0
"To maintain high spirits, you could try a related exercise that's often practised in laughter yoga called FEIGNING DUCHENNE LAUGHTER.",0,0,0,0
"Another related exercise often practised in laughter yoga is FEIGNING DUCHENNE LAUGHTER.*It is something you can try in your time, as a mental exercise to keep your spirits high.",0,0,0,0
A practice in laughter yoga is relevant here and is called FEIGNING DUCHENNE LAUGHTER.*It's an exercise for your mind that can help keep your spirits up. Feel free to try this in your own time.,0,0,0,0
FEIGNING DUCHENNE LAUGHTER is another related exercise usually practised in laughing yoga.*Give it a go in your own time and you should experience a lift in your general mood.,0,0,0,0
FEIGNING DUCHENNE LAUGHTER is another related exercise included in laughter yoga.*To get you in a more lively mood you can try this at home in a quiet space.,0,0,0,0
You might have heard of a related mental exercise called FEIGNING DUCHENNE LAUGHTER that also comes up in laughter yoga.*You could try this in your own time to help raise your spirits.,0,1,0,0
"There's another exercise that is related to this and is practised in laughter yoga - FEIGNING DUCHENNE LAUGHTER.*You should try it in your own time, it'll help you to keep your spirits high!",0,0,0,0
Your personal LAUGHTER BRAND can be very useful for lifting your spirits and helping with anxiety.*This will take time to develop so don't feel any urgency with this exercise.,0,0,0,0
"Your LAUGHTER BRAND can enhance your general mood and ability to cope with stress.*It usually takes time, so no need to rush it.",0,0,0,0
"Developing a personal LAUGHTER BRAND can improve your general mood and ability to cope with stress.*It takes a while to perfect though, so don't feel the need to rush this.",0,1,0,0
"Laughing in your own way, with your personal LAUGHTER BRAND, will be very beneficial to your mood and when you are stressed.*But it'll take time to perfect it; no need to rush it.",0,0,0,0
"Developing your personal LAUGHTER BRAND can really help improve your overall mood and coping mechanism for stressful events.*Though it does take a while to perfect, so don't be in any rush.",0,0,0,0
"Building your LAUGHTER BRAND can be extremely important to lifting your general mood and trying to cope with stress.*Just to let you know that it does take a while to master, so don't feel, at any point, the need to rush it.",0,0,0,0
"Have you made any errors? Nothing too big, just minor things in your day-to-day life. ",0,0,0,0
Have you had any small mishaps recently? Made any minor errors?,0,1,0,0
Did you make any mistakes? Little mishaps in your everyday life.,0,0,0,0
In your everyday life have you made any mistakes recently?,0,0,0,0
Have you made any small mistakes or recently become aware of minor faults?,0,0,0,0
"Have you made any past errors lately, if you're happy to admit it? It doesn't need to be very (or at all) personal.",0,0,0,0
You can laugh at your own faults or mistakes in the same way.,0,0,0,0
You can try laughing at your errors on your own in the same way.,0,0,1,0
Try laughing at any of your own mishaps in the same way.,0,0,0,0
You can laugh at your errors by yourself in the same way.,0,0,0,0
"If you make a mistake, you can try laughing on your own at them in the same way.",0,0,0,0
Do try to laugh at any of your mistakes by yourself in this way.,0,0,0,0
"Now that you have seen this, you should hopefully be able to be playful and light-hearted towards any minor errors you happen to make.",0,0,0,0
I would encourage you to be cheerful and joke around about any errors on your own if you do find yourself experiencing any.,0,0,0,0
"Whenever you find yourself making an error, try to be playful towards it and laugh at it on your own.",0,0,0,0
"If you do happen to make mistakes, you can now try to react in a playful manner and laugh at them.",0,0,0,0
"If you come across any minor faults in yourself or you catch yourself making a mistake or two, try to be playful towards these and laugh at them on your own.",0,0,0,0
"If you happen to make any mistakes or errors, try to respond with a playful attitude and laughter towards them.",0,0,0,0
"If you do, at any point, make any errors, try to have a playful, light-hearted attitude towards them and laugh at them on your own.",0,0,0,0
Can you think of a setback you had to face in the past?,0,0,0,0
Could you think of a setback from your past?,0,0,0,0
Have you experienced any setbacks?,0,0,0,0
Are there any setbacks from your past that you can recall at the moment?,0,0,1,0
Do you remember facing any setbacks in the past?,0,0,0,0
Have there been any obstacles or setbacks in your history?,0,0,0,0
Have you experienced any setbacks previously?,0,0,0,0
Can you remember any setbacks taking place in your past?,0,1,0,0
"You could try laughing this off, right?",0,0,0,0
How about trying to laugh this off?,0,0,0,0
Want to try laughing it off?,0,0,0,0
Would you be alright laughing this off?,0,0,0,0
Are you alright with laughing this off?,0,0,0,0
Would you be okay to laugh this off?,0,0,0,0
It is good that you are able to recognise when and how you can laugh these things kind of things off.,0,1,0,0
"I'm pleased that you are aware of how you can laugh it off, that's very good, {}.",0,0,0,0
"Another exercise often practised in laughter yoga is FEIGNING DUCHENNE LAUGHTER.*If you want to keep up your mood, try doing this in your own time as a mental exercise.",0,0,0,0
